source_no,category,name_ko,romanization,desc_ko,name_en,desc_en,name_ja,desc_ja,name_zh_simp,desc_zh_simp,name_zh_trad,desc_zh_trad
496,전골 [Jeongol],신선로,Sinseollo,"가운데 숯불을 담는 통이 있는 신선로라는 탕기에 고기와 해산물, 채소 등을 이용하여 전을 부쳐서 둘러 담고 육수를 부어 즉석에서 끓여 먹는다. 대표적인 궁중음식이다.",Royal Hot Pot,"A hot pot of seafood, meat, and vegetables cooked at the table in a brass sinseollo pot over hot charcoals in a central cylinder. This dish is representative of Korean royal cuisine.",宮中鍋,中に炭火を入れたシンソルロ(神仙炉)と呼ばれる鍋に、肉や魚介類、野菜などを並べ、スープを加えて煮込みながら食べる代表的な宮廷料理。,神仙炉,神仙炉是中间有炭火桶的一种器皿， 将肉、海鲜、蔬菜等材料做成的小煎饼围着炭 火桶周围码放，再加入高汤边煮边吃，是典型 的宫廷饮食。,神仙爐,神仙爐是將食材放入中間有炭火桶的鍋裡煮著吃的料理。在神仙爐裡放入高湯和各種煎菜後邊煮邊吃，是古代宮廷或兩班家在特別的節日或慶宴時吃的特殊飲食。
497,전골 [Jeongol],해물낙지전골,Haemullakjijeongol,"꽃게, 새우, 가리비 등의 각종 해산물과 낙지를 넣고, 매운 고춧가루 양념장을 풀어 얼큰하게 끓인 전골이다. 여러 가지 해물이 들어가 시원한 국물 맛이 일품이다.",Seafood and Octopus Hot Pot,"Octopus and various seafoods, including crab, shrimp, and scallops, boiled in broth with a mixture of red chili powder and other seasonings. This spicy dish is popular for its deep flavor.",海鮮とテナガダコの寄せ鍋,ワタリガニ、エビ、ホタテ貝などの海産物とテナガダコを辛い粉唐辛子のソースで煮込んだ寄せ鍋。海の幸がたっぷり入った辛口の味は絶品。,海鲜章鱼火锅,将花蟹、虾、扇贝等各种海鲜和章鱼一起放入锅中，加入用辣椒粉调制的调味酱熬煮即可。各种海鲜熬出的汤味道十分鲜美爽口。,海鮮章魚火鍋,將花蟹、蝦、扇貝等各種海鮮和章魚放入鍋裡，加點辣椒面調味醬煮開。這道湯用了多種海鮮，所以喝起來非常鮮美，是口感非常鮮辣的火鍋。
498,적·산적 [Jeok And Sanjeok],송이산적,Songisanjeok,송이버섯은 소금과 참기름으로 간하고 소고기는 송이버섯과 비슷한 길이로 썰어 양념한 다음 꼬치에 번갈아 꿰어 구운 음식이다.,Pine Mushroom Skewers,Pine mushrooms brushed with salt and sesameoil alternately threaded on a skewer with soy-marinated beef strips and grilled.,松茸の串焼き,塩とごま油で味付けした松茸と、松茸と同じ長さに切って薬味で味付けした牛肉を、串に交互に通して焼いた料理。,松茸烤串,松茸用盐和香油调味，牛肉切成和 松茸同样大小并用酱油调味，然后将松茸和 牛肉依次轮流串起来烤制即可。,松茸烤串,松茸用食鹽、麻油調味，牛肉用醬油汁調味，然後將松茸和牛肉依序輪流串起來烤製即可。松茸有自然松茸、洋香菇、杏鮑菇等。
499,적·산적 [Jeok And Sanjeok],화양적,Hwayangjeok,"도라지, 소고기, 당근, 버섯, 파 등을 살짝 볶은 다음 색을 맞춰 꼬치에 꿰어 기름에 부친 음식으로 추석 때 많이 먹는다.화양은 도라지를 의미한다.",Beef and Vegetable Skewers,"A multicolored brochette of sautéed bellflower roots, beef, carrots, mushrooms, and green onions threaded onto a skewer andpan-fried. Traditionally made on Chuseok(Harvest Moon Festival). “Hwayang” means “bellflower.”",彩り串焼き,ききょうや牛肉、にんじん、きのこ、ねぎなどにさっと火を通し、彩りよく串に通して油で焼いた料理。日本の旧盆にあたるチュソク (秋夕)によく食べられる。,华阳串,将桔梗、牛肉、胡萝卜、蘑菇、大葱等 微炒一下，然后按颜色搭配串起来，用食用油 煎制而成。多在中秋节吃，这里的华阳指的是 桔梗。,華陽串,將香菇、桔梗、黃瓜、雞蛋、肉等五種顔色的食食材分別煮熟後，依序輪流串起來製成華陽串。
500,구이 [Gui],가리비구이,Garibigui,"가리비는 조개의 일종으로, 해감 후 껍질을 깨끗이 씻어 불판 위에 올려 구워 먹는 음식이다. 가리비 입이 벌어지면 살을 발라 초고추장에 찍어 먹는다.",Grilled Scallops,"Scallops are a type of shellfish. This dish is prepared by purging sand from scallops, washing the shells clean, and grilling them. When their shells are opened, the flesh can be eaten with a vinegar-based gochujang (red chili paste) dipping sauce.",ホタテの貝焼き,砂抜きしたホタテ貝の殻をきれいに洗って鉄板で焼いたもの。ホタテ貝の口が開いたら、身を取り出して酢コチュジャンにつけて食べる。,烤扇贝,扇贝是贝类的一种。将吐净泥沙后清洗干净的扇贝放在烤盘上烤熟即可。扇贝开口后，剔出肉蘸着酸辣酱吃。,烤扇貝,扇貝是一種貝類。將吐沙後清洗乾淨的扇貝放在烤盤上烤熟即可。扇貝開口後，剔出貝肉沾醋辣醬吃。
501,구이 [Gui],가자미구이,Gajamigui,바다 밑바닥에 붙어살며 몸이 납작한 가자미는 살이 부드럽고 식감이 쫄깃하며 맛이 담백하다. 손질해 소금에 절인 가자미를 그대로 굽거나 양념을 발라 구워 먹으면 별미다.,Grilled Plaice,Plaice is a flatfish that lives on the ocean floor. Its soft flesh is chewyand has a fresh taste. Salt-Grilled Plaice isdelicious with or without seasoning brushed over it.,カレイ焼き,カレイは、身が柔らかく、もっちりした食感とさっぱりとした味が楽しめる。塩漬けにしたカレイをそのまま焼いたり、たれをつけて焼く。,烤鲽鱼,"鲽鱼身体扁平，栖息在浅海的海底， 肉质细嫩洁白,味道鲜美肥腴。将收拾好的鲽 鱼用盐腌一下，然后直接煎烤或抹上调味上 煎烤即可。",烤鰈魚,鰈魚棲息在海底，身體非常扁。鰈魚的肉質非常勁道，味道清淡。把鰈魚清理好後醃製一下，然後直接煎熟，或抹上調料烤製非常美味。
502,구이 [Gui],갈치구이,Galchigui,토막 낸 갈치에 소금으로 밑간하여 석쇠나 팬에 구워 먹는다. 손질한 갈치에 밀가루를 솔솔 뿌리거나 밀가루 즙을 묻혀 기름을 두르고 팬에 구우면 비린 맛이 제거되어 맛이 담백하다.,Grilled Cutlassfish,This is salted cutlassfish cut into pieces and grilled on a gridiron or pan. Cleaning and coating the fish with flour before cooking helps remove the fishy smell.,太刀魚焼き,ぶつ切りにした太刀魚に塩で下味を付け、焼き網やフライパンで焼いて食べる。小麦粉を振りかけるか、水で溶いた小麦粉をつけて油をひいてフライパンで焼くと、臭みが取れてあっさりした味わいになる。,烤带鱼,将带鱼洗净切段后用盐腌一下，然后 放在烤架或平底锅上煎烤。收拾好的带鱼在 上面撒些面粉或者裹些面粉浆，在烧热的平 底锅里倒入食用油后，将带鱼放进去煎烤，可 去除腥味，味道十分鲜美。,烤帶魚,切成段的帶魚用鹽醃製，然後用鐵盤烤製或用平底鍋煎熟。清理好的帶魚抹上面粉或麵糊後再煎就能清除腥味，吃起來更加可口。
503,구이 [Gui],고등어구이,Godeungeogui,"굵은 소금을 뿌린 고등어를 반으로 갈라 석쇠나 팬에 구운 음식이다. 미리 소금을 뿌려 꾸덕꾸덕하게 말리거나, 소금에 절여 구워 먹기도 한다.",Grilled Mackerel,Mackerel sprinkled withcoarse sea salt and grilled or pan-fried.Mackerel is sometimes salted and half dried or heavily salted for storage.,サバの塩焼き,あら塩をふったサバを開いてフライパンや焼き網で焼いたもの。塩をふって干したり、塩漬けにしたものを焼いて食べてもおいしい。,烤青花鱼,将撒上粗盐的青花鱼从中间剖开 后用烤架或煎锅烤熟即可。可以先撒上粗盐 晾成半干的状态，或者用盐腌渍后烤食。,烤青花魚,鯖魚撒上粗鹽後，用烤架或煎鍋烤熟即可。是韓國最常吃的魚之一，一般用新鮮的鯖魚，也常用醃製鯖魚。
504,구이 [Gui],고추장불고기,Gochujangbulgogi,"소고기나 돼지고기를 고추장, 고춧가루, 간장, 마늘, 청주, 설탕, 다진 파와 마늘 등을 넣은 양념장에 버무려 구워먹는 불고기이다.",Red Chili Paste Bulgogi,"Beef or pork marinated with a mixture of gochujang (red chili paste), red chili powder, soy sauce, chopped green onion and garlic, rice wine, and sugar and grilled.",コチュジャンプルゴギ,牛肉や豚肉をコチュジャン、粉唐辛子、カンジャン、にんにく、清酒、砂糖、みじん切りしたねぎ、にんにくなどが入ったたれで和えて焼いて食べるプルゴギ。,辣椒酱烤牛肉,用辣椒酱、辣椒粉、酱油、蒜、清酒、白糖、葱末、蒜等调料做成调味酱，将牛肉或猪肉用调味酱搅拌后烤着吃即可。,辣椒醬烤牛肉,用辣椒醬、辣椒粉、醬油、蒜、清酒、白糖、蔥蒜末做成調味醬，然後把牛肉或豬肉醃製片刻後再烤熟即可。
505,구이 [Gui],고추장삼겹살,Gochujangsamgyeopsal,삼겹살에 고추장 양념을 하여 굽거나 볶은 음식이다. 기름이 많은 삼겹살을 고추장 양념으로 잡아 느끼하지 않고 매콤하게 즐길 수 있다.,Red Chili Paste Pork Belly,Sliced pork belly marinated with a gochujang (red chili paste) sauce and grilled or pan-fried. This spicy dish seems to remove the greasy taste of the pork belly.,コチュジャンサムギョプサル,サムギョプサルにコチュジャンベースのたれをからめて焼いたり炒めたりする料理。サムギョプサルは脂身が多いが、コチュジャンのおかげでもたれずに辛い味を楽しめる。,辣椒酱烤五花肉,将五花肉用辣椒酱做成的调味酱搅拌后，烤着吃或炒着吃即可。用辣椒酱调味的五花肉肥而不腻，非常香嫩。,辣椒醬烤五花肉,用辣椒醬調料醃製五花肉，然後烤製或炒熟。五花肉油分較大，用辣椒醬調味後可以解膩，是香辣口的美食。
506,구이 [Gui],곰장어구이,Gomjangeogui,석쇠에 먹장어를 통째로 올려 짚불에 구운 뒤 껍질과 내장을 제거해 먹는 구이로 부산 기장의 향토음식이다. 곰장어는 먹장어의 경상도 사투리다.,Grilled Sea Eel,"A local specialty of Gijang, Busan, this dish is made by straw grilling whole sea eel and removing the skin and offal before serving. “Gomjangeo” is the term for “meokjangeo” in the dialect of Gyeongsang Province.",ヌタウナギ焼き,焼き網にヌタウナギを丸ごとのせ、藁で焼いた後、皮と内臓を取り除いて食べる料理。釜山機張の郷土料理。,烤盲鳗,将盲鳗整条放在烤架上，以稻草为柴，慢慢翻烤至熟，去除皮和内脏后食用即可。烤盲鳗是釜山机张地区的特色美食。,烤盲鰻,將整條鰻魚放在鐵箅子上用稻草烤熟，吃的時候剝皮並取出內臟，是釜山機張地區的地方美食。
507,구이 [Gui],곱창구이,Gopchanggui,소의 내장을 냄새가 나지 않도록 손질한 뒤 불에 구워 양념장을 찍어 먹거나 갖은 양념해서 구운 음식이다.,Grilled Beef TripeGrilled Pork Tripe,Beef innards either marinated and grilled or simply grilled and served with a seasoned sauce.,コプチャン焼き,牛の内臓を下処理して臭みを取り、下味をつけて焼くか、焼いて薬味につけて食べる。,烤肥肠,为了去腥味，肥肠要用面粉和盐用力 搓洗干净，然后放在明火上烤至熟透后沾调 味酱吃，也可以先调味后再烤。,烤肥腸,將牛或豬的內臟搓洗乾淨後，加各種調味料調味後烤或直接烤留住原味，食用時再沾麻油鹽醬。
508,구이 [Gui],광양불고기,Gwangyangbulgogi,"전라남도 광양의 향토음식으로, 얇게 썬 소고기를 먹기 직전에 조미하여 참숯에 구워 먹는 음식이다. 열전도율이 빠른 구리 석쇠에 구워내 고기가 빨리 익어 육즙이 속 안에 그대로 차 있다.",Gwangyang Bulgogi,"A local specialty of Gwangyang, South Jeolla Province, this dish is prepared by seasoning thinly sliced beef immediately before cooking on a charcoal grill. Cooking the beef quickly on a copper grill with excellent heat conductivity keeps it juicy and tender.",クァンヤンプルゴギ,全羅南道の光陽（クァンヤン）の郷土料理。食べる直前に薄く切った牛肉に味をつけて炭火で焼いて食べる。熱伝導のいい銅の焼き網で焼くため、肉に火が早く通り、肉汁が中に閉じ込められる。,光阳烤牛肉,这是全罗南道光阳的地方特色美食，牛肉切成薄片，食用前调味后，放在炭火上烤着吃即可。红铜做成的烤架导热快，肉片放上去熟得很快，肉汁饱满，十分美味。,光陽烤牛肉,這道菜是全羅南道光陽的地方美食。將切成薄片的牛肉吃之前進行調味，然後用炭火烤著吃。用導熱非常快的銅鐵箅子烤肉，就能使肉熟得非常快，肉汁不會流失，口感會更好。
509,구이 [Gui],굴비구이,Gulbigui,조기를 소금에 절여 말린 것을 굴비라 하며 전라남도 영광산 굴비를 최고로 친다. 굴비에 참기름을 발라 석쇠에 노릇하게 구워 낸 요리로 매우 고급 반찬이며 밥도둑으로 유명하다.,Grilled Dried Yellow Croaker,"Gulbi, or salted and dried yellow croaker, is closely associated with Yeonggwang, South Jeolla Province. This dish features gulbi brushed with sesame oil and cooked on a gridiron. It is considered a luxury food.",干しイシモチ焼き,シモチを塩漬けにして干したものは「クルビ」と呼ばれ、全羅南道・霊光産のものが最高とされる。干しイシモチ焼きは、このクルビにごま油を塗り、焼き網でこんがりと焼いた料理で、とても高級なおかずとされ、ご飯にもよく合うことで知られる。,烤半干黄花鱼,用盐腌制后晒干的咸黄花鱼， 全罗南道灵光的咸黄花鱼最为有名。咸黄花 鱼身上抹上香油，放在烤架上煎烤至外皮焦 黄，是一种高级配菜，也是出了名的下饭菜。,烤半幹黃花魚,用鹽醃製黃花魚後晾乾的黃花魚叫半幹黃花魚。魚身上抹香油，放在鐵架子上烤成焦黃色即可。烤半幹黃花魚是一道高檔料理，是非常下飯的美味佳餚。
